  0.100000001       9.98334214E-02
  0.200000003      0.198669329    
  0.300000012      0.295520216    
  0.400000006      0.389418334    
  0.500000000      0.479425550    
  0.600000024      0.564642489    
  0.699999988      0.644217670    
  0.800000012      0.717356086    
  0.900000036      0.783326924    
   1.00000000      0.841470957    
   1.10000002      0.891207397    
   1.20000005      0.932039082    
   1.30000007      0.963558197    
   1.39999998      0.985449731    
   1.50000000      0.997494996    
   1.60000002      0.999573588    
   1.70000005      0.991664827    
   1.80000007      0.973847628    
   1.89999998      0.946300089    
   2.00000000      0.909297407    
   2.10000014      0.863209307    
   2.20000005      0.808496356    
   2.29999995      0.745705247    
   2.40000010      0.675463140    
   2.50000000      0.598472118    
   2.60000014      0.515501261    
   2.70000005      0.427379847    
   2.79999995      0.334988207    
   2.90000010      0.239249244    
   3.00000000      0.141120002    
   3.10000014       4.15805206E-02
   3.20000005      -5.83741926E-02
   3.29999995     -0.157745644    
   3.40000010     -0.255541205    
   3.50000000     -0.350783229    
   3.60000014     -0.442520559    
   3.70000005     -0.529836178    
   3.79999995     -0.611857831    
   3.90000010     -0.687766254    
   4.00000000     -0.756802499    
   4.09999990     -0.818277061    
   4.20000029     -0.871575892    
   4.30000019     -0.916166008    
   4.40000010     -0.951602101    
   4.50000000     -0.977530122    
   4.59999990     -0.993690968    
   4.70000029     -0.999923289    
   4.80000019     -0.996164620    
   4.90000010     -0.982452571    
   5.00000000     -0.958924294    
   5.09999990     -0.925814748    
   5.20000029     -0.883454502    
   5.30000019     -0.832267344    
   5.40000010     -0.772764444    
   5.50000000     -0.705540299    
   5.59999990     -0.631266713    
   5.70000029     -0.550685287    
   5.80000019     -0.464602023    
   5.90000010     -0.373876572    
   6.00000000     -0.279415488    
   6.09999990     -0.182162598    
   6.20000029      -8.30891207E-02
   6.30000019       1.68140903E-02
   6.40000010      0.116549298    
   6.50000000      0.215119988    
   6.59999990      0.311541259    
   6.70000029      0.404850185    
   6.80000019      0.494113505    
   6.90000010      0.578439832    
   7.00000000      0.656986594    
   7.09999990      0.728968978    
   7.20000029      0.793668032    
   7.30000019      0.850436747    
   7.40000010      0.898708165    
   7.50000000      0.937999964    
   7.59999990      0.967919648    
   7.70000029      0.988168299    
   7.80000019      0.998543382    
   7.90000010      0.998941362    
   8.00000000      0.989358246    
   8.10000038      0.969889700    
   8.19999981      0.940730631    
   8.30000019      0.902171731    
   8.40000057      0.854598582    
   8.50000000      0.798487127    
   8.60000038      0.734396815    
   8.69999981      0.662969351    
   8.80000019      0.584917009    
   8.90000057      0.501020372    
   9.00000000      0.412118495    
   9.10000038      0.319097996    
   9.19999981      0.222890094    
   9.30000019      0.124454238    
   9.40000057       2.47748531E-02
   9.50000000      -7.51511231E-02
   9.60000038     -0.174327150    
   9.69999981     -0.271760434    
   9.80000019     -0.366479307    
   9.90000057     -0.457536399    
   10.0000000     -0.544021130    
